cnt,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,intercept
263,3,9,0,1,0.68,0.6364,0.79,0.2537,1.0
559,2,12,0,1,0.64,0.6212,0.36,0.1642,1.0
5,1,5,1,1,0.02,0.0606,0.48,0.1343,1.0
17,4,1,1,1,0.38,0.3939,0.76,0.0,1.0
233,2,16,1,1,0.92,0.8788,0.4,0.2239,1.0
66,3,0,1,1,0.72,0.6667,0.58,0.2985,1.0
6,3,2,1,2,0.74,0.7273,0.84,0.2239,1.0
18,1,3,0,1,0.24,0.2879,0.75,0.0,1.0
291,2,22,1,1,0.68,0.6364,0.41,0.1045,1.0
145,1,9,1,1,0.16,0.1364,0.37,0.2836,1.0
234,3,15,1,1,0.84,0.7424,0.36,0.194,1.0
465,2,14,0,1,0.8,0.7879,0.63,0.2836,1.0
246,2,11,1,2,0.66,0.6212,0.54,0.4478,1.0
2,1,6,0,1,0.22,0.197,0.44,0.3284,1.0
616,2,16,0,1,0.72,0.6515,0.39,0.3582,1.0
78,1,8,0,3,0.22,0.2273,0.93,0.1343,1.0
729,2,17,1,1,0.6,0.5909,0.69,0.0896,1.0
208,1,8,1,1,0.26,0.2273,0.65,0.3582,1.0
171,2,8,0,1,0.56,0.5303,0.56,0.1642,1.0
43,3,13,0,3,0.66,0.6061,0.83,0.3881,1.0
612,4,14,0,1,0.62,0.6212,0.41,0.2537,1.0
37,4,1,1,1,0.4,0.4091,0.66,0.0896,1.0
28,1,7,0,2,0.24,0.2424,0.87,0.1343,1.0
22,4,1,1,1,0.48,0.4697,0.63,0.194,1.0
241,3,21,1,1,0.74,0.7121,0.74,0.1343,1.0
220,4,23,1,2,0.66,0.6061,0.78,0.0,1.0
23,1,0,1,1,0.38,0.3939,0.66,0.2537,1.0
175,1,14,0,1,0.34,0.303,0.31,0.2985,1.0
84,1,10,0,1,0.22,0.2121,0.41,0.2537,1.0
459,4,17,0,2,0.66,0.6212,0.54,0.1045,1.0
252,2,19,0,1,0.7,0.6515,0.65,0.194,1.0
2,1,2,1,1,0.22,0.2273,0.8,0.1343,1.0
54,2,7,0,1,0.32,0.303,0.33,0.2836,1.0
380,3,16,1,1,0.9,0.803,0.31,0.2239,1.0
125,4,23,1,2,0.32,0.3182,0.61,0.1642,1.0
55,1,22,1,1,0.28,0.2879,0.65,0.1343,1.0
3,2,4,1,2,0.24,0.2273,0.93,0.2537,1.0
114,1,11,0,1,0.3,0.2727,0.28,0.3284,1.0
132,1,19,0,1,0.3,0.2576,0.36,0.4925,1.0
39,1,21,1,1,0.18,0.197,0.47,0.1343,1.0
14,3,1,1,1,0.66,0.6212,0.65,0.0896,1.0
220,4,12,1,2,0.52,0.5,0.68,0.1045,1.0
270,2,13,1,2,0.66,0.6212,0.74,0.1642,1.0
499,3,16,1,1,0.84,0.7727,0.47,0.2239,1.0
191,1,20,1,1,0.26,0.2121,0.52,0.4478,1.0
1,1,4,0,1,0.26,0.2576,0.56,0.1642,1.0
505,3,11,0,2,0.66,0.6212,0.74,0.0,1.0
248,3,20,1,1,0.46,0.4545,0.63,0.3284,1.0
120,3,10,1,2,0.64,0.5758,0.89,0.2239,1.0
811,2,17,1,1,0.8,0.7576,0.55,0.194,1.0
702,2,15,0,1,0.64,0.6212,0.38,0.2537,1.0
138,1,15,1,1,0.26,0.2121,0.33,0.5821,1.0
579,3,14,0,1,0.76,0.6818,0.4,0.194,1.0
97,2,8,0,1,0.52,0.5,0.59,0.0,1.0
220,1,8,1,3,0.5,0.4848,0.88,0.2836,1.0
213,2,14,1,1,0.6,0.6212,0.4,0.4478,1.0
11,1,0,0,1,0.22,0.2273,0.75,0.1642,1.0
304,3,10,0,1,0.74,0.6818,0.6,0.2239,1.0
28,1,21,0,2,0.24,0.2424,0.7,0.1642,1.0
213,4,16,1,2,0.52,0.5,0.77,0.0896,1.0
260,1,7,1,1,0.18,0.197,0.59,0.1343,1.0
165,2,15,1,1,0.8,0.697,0.29,0.194,1.0
41,4,3,0,1,0.28,0.3182,0.75,0.0,1.0
17,1,6,1,1,0.1,0.1818,0.54,0.0,1.0
801,1,18,1,1,0.64,0.6212,0.57,0.2537,1.0
235,3,12,0,1,0.92,0.8636,0.37,0.1045,1.0
2,2,2,1,3,0.4,0.4091,1.0,0.2985,1.0
512,2,19,1,1,0.66,0.6212,0.69,0.1642,1.0
130,2,1,0,1,0.56,0.5303,0.52,0.0,1.0
25,2,2,0,1,0.22,0.2121,0.44,0.2239,1.0
20,4,1,1,1,0.32,0.3485,0.66,0.0,1.0
491,2,17,1,1,0.74,0.6818,0.58,0.3881,1.0
103,1,10,1,1,0.24,0.197,0.44,0.4478,1.0
335,2,12,0,2,0.64,0.6061,0.69,0.1045,1.0
70,4,7,0,1,0.3,0.303,0.61,0.1642,1.0
214,4,13,1,1,0.36,0.3333,0.43,0.2537,1.0
50,1,22,1,1,0.26,0.2121,0.48,0.4478,1.0
344,3,9,1,2,0.72,0.6818,0.7,0.1343,1.0
11,1,11,1,3,0.4,0.4091,0.0,0.2537,1.0
560,2,17,0,2,0.62,0.6212,0.33,0.2537,1.0
620,2,8,1,1,0.46,0.4545,0.44,0.2537,1.0
90,1,9,0,1,0.26,0.2576,0.6,0.2239,1.0
422,4,18,1,1,0.4,0.4091,0.66,0.0896,1.0
495,4,18,0,1,0.52,0.5,0.48,0.4179,1.0
137,4,6,1,1,0.52,0.5,0.83,0.0,1.0
276,3,15,1,1,0.8,0.7121,0.41,0.2537,1.0
39,3,3,0,1,0.64,0.6212,0.57,0.194,1.0
308,3,14,0,2,0.96,0.8636,0.3,0.1343,1.0
11,4,11,1,3,0.5,0.4848,0.88,0.2985,1.0
116,3,6,1,1,0.7,0.6515,0.7,0.0896,1.0
355,4,13,0,1,0.4,0.4091,0.37,0.1045,1.0
87,1,13,0,1,0.14,0.1061,0.33,0.3881,1.0
170,1,18,1,2,0.18,0.1667,0.47,0.2985,1.0
2,1,4,1,1,0.24,0.2576,0.7,0.0896,1.0
34,1,21,0,2,0.4,0.4091,0.87,0.194,1.0
240,2,14,1,1,0.62,0.6061,0.69,0.0896,1.0
41,1,0,0,2,0.26,0.2576,0.6,0.1642,1.0
37,1,23,1,3,0.16,0.1515,0.8,0.194,1.0
15,1,22,0,1,0.14,0.1212,0.46,0.2985,1.0
195,4,13,0,2,0.26,0.2576,0.41,0.1642,1.0
1,1,3,1,3,0.22,0.2121,0.8,0.2985,1.0
46,1,0,1,1,0.44,0.4394,0.62,0.3284,1.0
5,2,4,0,2,0.36,0.3485,0.87,0.2239,1.0
104,1,10,1,1,0.4,0.4091,0.62,0.3582,1.0
513,2,19,1,1,0.58,0.5455,0.46,0.2537,1.0
26,3,2,1,1,0.7,0.6667,0.79,0.1343,1.0
158,1,9,0,1,0.22,0.2727,0.8,0.0,1.0
4,2,3,1,1,0.6,0.5455,0.88,0.0896,1.0
641,3,16,0,1,0.76,0.6667,0.37,0.2537,1.0
525,1,18,1,2,0.48,0.4697,0.41,0.3284,1.0
188,2,21,1,3,0.62,0.5758,0.83,0.2537,1.0
28,3,5,1,1,0.64,0.6061,0.73,0.0,1.0
3,1,0,1,3,0.34,0.3333,0.93,0.194,1.0
282,4,14,1,1,0.62,0.6061,0.27,0.194,1.0
9,1,5,1,1,0.14,0.1364,0.74,0.2239,1.0
9,1,6,0,3,0.22,0.2273,0.93,0.1343,1.0
69,1,1,0,2,0.44,0.4394,0.94,0.0,1.0
6,4,3,1,1,0.4,0.4091,0.62,0.0,1.0
117,2,22,0,1,0.56,0.5303,0.83,0.0,1.0
241,4,20,1,2,0.46,0.4545,0.51,0.3284,1.0
68,2,13,1,3,0.3,0.303,0.87,0.1343,1.0
28,2,0,0,2,0.26,0.2424,0.38,0.2836,1.0
91,1,17,0,1,0.24,0.2879,0.6,0.0,1.0
48,3,0,1,1,0.42,0.4242,0.71,0.2239,1.0
4,1,6,0,1,0.32,0.303,0.45,0.2836,1.0
48,4,0,1,1,0.24,0.2576,0.7,0.1045,1.0
17,1,0,1,3,0.42,0.4242,0.88,0.2985,1.0
242,3,13,1,1,0.86,0.8333,0.53,0.2985,1.0
85,1,22,1,2,0.34,0.3333,0.71,0.1642,1.0
331,4,9,1,3,0.36,0.3636,0.57,0.1045,1.0
62,1,14,1,1,0.3,0.2879,0.28,0.194,1.0
179,2,15,1,1,0.64,0.6212,0.41,0.0,1.0
5,2,3,1,1,0.5,0.4848,0.77,0.1045,1.0
286,1,20,1,2,0.56,0.5303,0.49,0.2239,1.0
78,1,21,1,2,0.42,0.4242,0.58,0.2836,1.0
48,1,21,1,1,0.22,0.2727,0.64,0.0,1.0
126,4,21,1,1,0.46,0.4545,0.87,0.1045,1.0
66,4,2,0,1,0.4,0.4091,0.76,0.0896,1.0
330,1,20,1,2,0.58,0.5455,0.6,0.3582,1.0
4,2,4,1,3,0.54,0.5152,0.94,0.2537,1.0
160,1,18,1,1,0.16,0.1818,0.28,0.1343,1.0
16,4,0,1,1,0.46,0.4545,0.77,0.2836,1.0
754,3,8,1,1,0.66,0.6212,0.65,0.0,1.0
4,4,2,1,2,0.54,0.5152,0.94,0.0,1.0
31,2,0,0,2,0.26,0.2576,0.41,0.1642,1.0
4,2,1,1,3,0.64,0.5758,0.89,0.194,1.0
290,3,21,1,1,0.72,0.6818,0.66,0.194,1.0
2,2,4,1,1,0.34,0.3333,0.71,0.1343,1.0
121,4,22,1,1,0.6,0.5455,0.88,0.0896,1.0
40,1,1,0,1,0.22,0.2727,0.8,0.0,1.0
414,4,8,1,2,0.46,0.4545,0.94,0.194,1.0
162,3,8,0,2,0.66,0.6212,0.74,0.2537,1.0
144,2,6,1,1,0.62,0.5758,0.83,0.1045,1.0
178,3,13,1,1,0.76,0.697,0.55,0.2537,1.0
2,1,5,0,3,0.16,0.1818,0.86,0.1045,1.0
49,1,22,1,3,0.34,0.3333,0.87,0.194,1.0
86,2,6,1,2,0.64,0.5909,0.78,0.4627,1.0
808,3,8,1,1,0.66,0.6212,0.61,0.1642,1.0
159,3,10,1,2,0.84,0.7879,0.49,0.194,1.0
688,3,18,1,1,0.92,0.8788,0.4,0.3582,1.0
272,1,19,1,1,0.46,0.4545,0.33,0.2836,1.0
40,1,20,0,2,0.32,0.303,0.66,0.2836,1.0
248,2,19,0,3,0.54,0.5152,0.94,0.1343,1.0
189,2,21,1,1,0.5,0.4848,0.36,0.0,1.0
242,4,14,1,1,0.36,0.3485,0.34,0.1642,1.0
273,2,11,0,2,0.5,0.4848,0.94,0.194,1.0
73,1,23,1,1,0.32,0.3333,0.81,0.0896,1.0
254,3,12,1,2,0.9,0.8182,0.35,0.0,1.0
285,2,16,1,1,0.82,0.7879,0.56,0.2985,1.0
3,1,4,1,1,0.1,0.1212,0.54,0.1343,1.0
43,1,21,1,2,0.24,0.2424,0.7,0.1642,1.0
443,4,16,0,2,0.44,0.4394,0.67,0.1045,1.0
327,2,14,0,1,0.88,0.803,0.39,0.0,1.0
242,4,12,1,2,0.4,0.4091,0.62,0.2836,1.0
3,2,0,1,3,0.24,0.2273,0.93,0.2239,1.0
253,4,21,1,3,0.62,0.5758,0.83,0.2985,1.0
183,1,13,1,1,0.42,0.4242,0.77,0.1642,1.0
274,3,18,1,3,0.76,0.697,0.55,0.2537,1.0
37,3,0,1,2,0.52,0.5,0.72,0.1642,1.0
31,1,14,1,3,0.32,0.3182,0.81,0.194,1.0
127,4,21,1,2,0.36,0.3485,0.53,0.1343,1.0
235,3,11,1,1,0.64,0.6212,0.36,0.4179,1.0
3,2,3,1,1,0.46,0.4545,0.88,0.2239,1.0
12,4,5,0,1,0.3,0.303,0.87,0.1343,1.0
151,2,6,1,1,0.54,0.5152,0.83,0.1343,1.0
8,3,4,1,1,0.7,0.6667,0.79,0.0,1.0
275,1,7,1,1,0.16,0.1818,0.55,0.1343,1.0
56,1,9,0,1,0.3,0.2727,0.45,0.4179,1.0
333,2,9,1,2,0.6,0.5606,0.83,0.1045,1.0
164,3,13,1,2,0.72,0.6667,0.58,0.2239,1.0
252,2,20,1,1,0.46,0.4545,0.24,0.2836,1.0
286,2,18,0,2,0.72,0.6818,0.62,0.1343,1.0
237,3,12,1,1,0.84,0.7879,0.49,0.1343,1.0
131,1,13,1,2,0.28,0.2879,0.52,0.1045,1.0
36,1,14,1,3,0.22,0.197,0.93,0.3582,1.0
378,3,13,0,1,0.76,0.697,0.55,0.1343,1.0
157,1,9,1,2,0.18,0.2121,0.64,0.1045,1.0
4,1,1,1,1,0.16,0.2273,0.64,0.0,1.0
365,4,10,0,1,0.56,0.5303,0.68,0.0896,1.0
372,3,19,1,1,0.74,0.6818,0.55,0.2537,1.0
853,4,18,1,1,0.54,0.5152,0.37,0.1642,1.0
130,4,10,1,1,0.34,0.3182,0.57,0.2239,1.0
9,1,5,1,1,0.18,0.197,0.8,0.1343,1.0
83,4,19,0,1,0.26,0.2424,0.41,0.2537,1.0
115,1,20,1,1,0.12,0.1212,0.33,0.2537,1.0
3,1,4,0,1,0.52,0.5,0.34,0.4179,1.0
44,2,22,1,2,0.32,0.3182,0.93,0.1642,1.0
457,3,16,1,1,0.82,0.7727,0.52,0.1343,1.0
415,2,18,0,2,0.76,0.697,0.52,0.194,1.0
221,2,21,1,2,0.52,0.5,0.59,0.194,1.0
254,3,11,1,1,0.66,0.6212,0.5,0.1642,1.0
562,1,8,1,2,0.4,0.4091,0.87,0.2239,1.0
14,4,2,1,1,0.42,0.4242,0.77,0.1343,1.0
103,2,6,1,2,0.5,0.4848,0.94,0.0,1.0
1,1,1,1,1,0.04,0.0455,0.45,0.194,1.0
160,4,12,1,1,0.48,0.4697,0.55,0.4179,1.0
374,4,16,1,3,0.62,0.5606,0.88,0.1343,1.0
342,2,16,0,1,0.6,0.6212,0.38,0.194,1.0
65,3,7,0,1,0.7,0.6515,0.7,0.0896,1.0
56,2,0,1,1,0.6,0.5606,0.83,0.0896,1.0
13,3,2,1,1,0.6,0.5909,0.69,0.194,1.0
7,1,1,1,1,0.24,0.2576,0.87,0.0896,1.0
20,3,1,1,1,0.64,0.6061,0.69,0.1642,1.0
120,1,14,0,1,0.34,0.3182,0.31,0.2836,1.0
823,2,17,1,1,0.74,0.6515,0.37,0.2836,1.0
346,3,15,1,1,0.66,0.6212,0.31,0.3881,1.0
251,4,20,1,1,0.64,0.5758,0.89,0.1343,1.0
135,3,0,0,2,0.7,0.6515,0.61,0.0,1.0
27,2,7,0,2,0.6,0.5909,0.73,0.2537,1.0
407,3,10,0,1,0.72,0.6818,0.62,0.0896,1.0
86,1,12,1,1,0.38,0.3939,0.32,0.3284,1.0
419,1,18,1,1,0.5,0.4848,0.29,0.2537,1.0
156,1,19,1,1,0.12,0.0909,0.28,0.4179,1.0
517,2,18,1,1,0.72,0.6667,0.58,0.2239,1.0
5,2,2,1,1,0.6,0.5909,0.73,0.0896,1.0
35,3,3,0,1,0.62,0.5909,0.73,0.1642,1.0
134,1,16,0,2,0.42,0.4242,0.28,0.3284,1.0
144,4,11,1,1,0.54,0.5152,0.49,0.0,1.0
527,3,17,1,1,0.86,0.7727,0.39,0.1642,1.0
119,1,11,0,1,0.34,0.303,0.49,0.3284,1.0
125,2,8,0,1,0.6,0.6212,0.46,0.0896,1.0
63,2,20,1,2,0.3,0.2727,0.93,0.3284,1.0
78,4,1,0,1,0.46,0.4545,0.88,0.0,1.0
90,1,21,1,1,0.26,0.2576,0.6,0.1642,1.0
216,1,18,0,1,0.34,0.3182,0.36,0.2836,1.0
22,4,0,1,3,0.44,0.4394,0.88,0.3582,1.0
34,1,10,0,3,0.2,0.2121,1.0,0.1343,1.0
5,1,5,0,2,0.16,0.1364,0.47,0.3284,1.0
112,2,6,1,1,0.44,0.4394,0.88,0.0,1.0
287,1,16,1,1,0.42,0.4242,0.28,0.0896,1.0
125,4,23,0,1,0.42,0.4242,0.58,0.2985,1.0
121,2,9,1,2,0.22,0.2121,0.32,0.2239,1.0
127,2,6,1,2,0.48,0.4697,0.63,0.2537,1.0
293,2,20,1,1,0.64,0.6212,0.29,0.1642,1.0
71,1,12,1,1,0.22,0.2273,0.47,0.1343,1.0
504,2,16,0,1,0.78,0.7273,0.55,0.2537,1.0
120,4,23,1,1,0.34,0.3333,0.57,0.1642,1.0
82,4,23,1,2,0.34,0.3333,0.57,0.1642,1.0
76,3,8,0,2,0.7,0.6667,0.84,0.2537,1.0
100,3,23,0,1,0.7,0.6515,0.7,0.0,1.0
36,4,1,1,2,0.52,0.5,0.88,0.0896,1.0
316,3,13,1,1,0.76,0.6818,0.48,0.1045,1.0
217,1,17,1,2,0.36,0.3485,0.62,0.194,1.0
13,3,1,1,1,0.66,0.6212,0.74,0.0,1.0
450,2,7,1,1,0.66,0.6061,0.78,0.2239,1.0
256,3,9,0,1,0.84,0.8333,0.59,0.1642,1.0
8,4,4,0,1,0.44,0.4394,0.58,0.4179,1.0
302,3,10,0,1,0.72,0.6515,0.45,0.194,1.0
47,1,20,0,1,0.4,0.4091,0.35,0.3284,1.0
323,2,20,1,1,0.54,0.5152,0.52,0.2836,1.0
495,4,16,1,1,0.66,0.6212,0.39,0.2985,1.0
432,2,10,0,1,0.66,0.6212,0.65,0.1343,1.0
154,2,14,1,1,0.54,0.5152,0.28,0.4478,1.0
143,2,8,0,1,0.74,0.6818,0.58,0.194,1.0
17,3,5,1,1,0.56,0.5303,0.73,0.1343,1.0
134,2,15,1,3,0.62,0.5909,0.73,0.2537,1.0
270,2,19,1,2,0.52,0.5,0.83,0.194,1.0
194,2,9,1,1,0.6,0.5909,0.69,0.194,1.0
814,3,18,1,1,0.78,0.6818,0.38,0.2537,1.0
499,3,11,0,1,0.74,0.697,0.66,0.1642,1.0
157,2,22,1,1,0.44,0.4394,0.35,0.1045,1.0
272,2,17,1,2,0.54,0.5152,0.64,0.2537,1.0
128,4,10,1,1,0.5,0.4848,0.51,0.2537,1.0
185,1,12,1,1,0.5,0.4848,0.59,0.194,1.0
368,1,7,1,1,0.44,0.4394,0.82,0.1045,1.0
127,2,10,1,2,0.64,0.6061,0.69,0.3582,1.0
1,1,4,1,1,0.12,0.1515,0.54,0.1045,1.0
4,2,4,1,1,0.6,0.5455,0.88,0.1045,1.0
74,1,15,0,3,0.34,0.3333,0.81,0.1642,1.0
760,4,13,0,1,0.6,0.6212,0.43,0.2537,1.0
3,4,2,1,1,0.46,0.4545,0.82,0.1642,1.0
108,4,20,0,3,0.36,0.3636,1.0,0.0896,1.0
346,3,13,1,1,0.82,0.7273,0.38,0.0896,1.0
77,1,15,1,1,0.16,0.1212,0.37,0.4179,1.0
564,2,18,1,1,0.7,0.6515,0.7,0.194,1.0
151,3,22,0,1,0.82,0.7424,0.43,0.1343,1.0
63,1,20,0,2,0.16,0.1212,0.43,0.5522,1.0
243,2,14,1,2,0.64,0.6212,0.53,0.2537,1.0
234,2,22,1,1,0.56,0.5303,0.35,0.2239,1.0
633,3,19,1,1,0.72,0.6667,0.51,0.0896,1.0
178,3,22,0,1,0.74,0.6818,0.55,0.1045,1.0
186,2,21,1,1,0.38,0.3939,0.25,0.4925,1.0
387,2,7,0,1,0.52,0.5,0.83,0.1343,1.0
6,2,4,0,1,0.6,0.5758,0.78,0.1343,1.0
597,3,19,1,1,0.74,0.6667,0.45,0.1642,1.0
7,4,3,1,1,0.44,0.4394,0.77,0.0,1.0
4,4,4,0,1,0.34,0.3485,0.87,0.1045,1.0
114,1,17,0,1,0.28,0.2576,0.41,0.2985,1.0
27,1,0,1,2,0.26,0.2273,0.48,0.2985,1.0
4,4,4,1,1,0.26,0.303,0.75,0.0,1.0
388,4,9,1,2,0.44,0.4394,0.51,0.2239,1.0
93,2,22,1,1,0.36,0.3333,0.25,0.3582,1.0
24,2,2,0,2,0.36,0.3485,0.87,0.1343,1.0
16,3,1,1,2,0.78,0.7121,0.52,0.1642,1.0
283,3,16,1,1,0.74,0.6818,0.55,0.3284,1.0
65,1,23,1,1,0.18,0.1818,0.47,0.194,1.0
430,2,16,1,1,0.66,0.6212,0.31,0.194,1.0
154,3,9,0,1,0.82,0.7879,0.56,0.3881,1.0
24,1,20,0,1,0.26,0.2727,0.56,0.1343,1.0
34,1,22,1,2,0.16,0.1818,0.59,0.1045,1.0
154,3,21,0,1,0.82,0.803,0.59,0.2239,1.0
239,4,12,0,1,0.34,0.2879,0.42,0.4627,1.0
39,2,23,1,2,0.4,0.4091,0.94,0.2537,1.0
249,4,7,1,2,0.62,0.5455,0.94,0.1045,1.0
224,2,12,1,1,0.48,0.4697,0.29,0.3881,1.0
334,3,7,1,1,0.62,0.6212,0.53,0.2537,1.0
139,4,21,1,1,0.3,0.303,0.52,0.1642,1.0
248,2,14,1,1,0.6,0.6212,0.35,0.3284,1.0
4,1,3,1,1,0.12,0.1515,0.54,0.1045,1.0
7,4,1,1,1,0.26,0.2273,0.81,0.3582,1.0
44,3,5,1,1,0.46,0.4545,0.72,0.0896,1.0
123,1,11,1,2,0.2,0.1818,0.32,0.3582,1.0
128,3,8,0,1,0.54,0.5152,0.64,0.1642,1.0
9,1,1,1,1,0.2,0.2273,0.44,0.0896,1.0
119,4,8,0,2,0.26,0.2879,0.75,0.0896,1.0
345,3,15,0,1,0.9,0.8182,0.37,0.2836,1.0
190,4,18,0,1,0.52,0.5,0.27,0.3284,1.0
63,1,21,1,1,0.28,0.2576,0.48,0.3881,1.0
590,3,8,1,1,0.74,0.697,0.7,0.0,1.0
65,2,10,1,2,0.26,0.2273,0.93,0.3284,1.0
453,4,18,1,1,0.52,0.5,0.77,0.1642,1.0
113,3,0,0,2,0.6,0.5455,0.88,0.1045,1.0
7,1,0,1,1,0.14,0.1212,0.59,0.2836,1.0
523,3,18,1,1,0.7,0.6667,0.74,0.2985,1.0
85,1,6,1,2,0.4,0.4091,0.5,0.3582,1.0
4,1,3,1,1,0.28,0.2576,0.56,0.2985,1.0
9,2,4,1,1,0.34,0.3636,0.76,0.0,1.0
17,1,0,1,2,0.22,0.2273,0.69,0.1343,1.0
20,1,2,0,2,0.3,0.2879,0.87,0.194,1.0
4,2,3,1,2,0.6,0.5455,0.88,0.1045,1.0
209,3,14,1,1,0.78,0.6818,0.33,0.2239,1.0
17,1,5,1,1,0.26,0.2576,0.6,0.2239,1.0
98,3,22,1,1,0.66,0.6212,0.69,0.2537,1.0
251,3,14,1,1,0.78,0.697,0.43,0.2537,1.0
217,2,11,1,2,0.6,0.6061,0.64,0.3881,1.0
877,3,18,1,1,0.64,0.6212,0.36,0.1642,1.0
17,2,5,1,1,0.22,0.2121,0.37,0.2836,1.0
165,3,19,1,3,0.62,0.5909,0.73,0.4627,1.0
90,1,15,1,1,0.56,0.5303,0.21,0.6567,1.0
380,3,7,1,1,0.7,0.6515,0.61,0.1045,1.0
671,3,17,0,1,0.7,0.6364,0.37,0.2537,1.0
7,4,4,0,1,0.46,0.4545,0.67,0.0896,1.0
26,3,5,1,1,0.74,0.6818,0.58,0.194,1.0
194,3,8,0,1,0.64,0.5758,0.89,0.1642,1.0
197,4,11,1,2,0.38,0.3939,0.66,0.2537,1.0
228,4,11,1,1,0.5,0.4848,0.45,0.4179,1.0
190,4,10,1,1,0.26,0.2576,0.81,0.194,1.0
60,2,21,1,2,0.28,0.2727,0.93,0.1642,1.0
240,3,13,1,2,0.8,0.7424,0.52,0.1045,1.0
17,1,2,0,1,0.24,0.197,0.41,0.5522,1.0
304,1,19,1,1,0.36,0.3333,0.46,0.2985,1.0
482,2,10,0,1,0.6,0.6061,0.64,0.2836,1.0
492,3,17,0,1,0.88,0.7879,0.37,0.2985,1.0
193,3,13,1,1,0.78,0.7121,0.52,0.2836,1.0
1,1,3,1,1,0.22,0.2273,0.51,0.1642,1.0
162,1,17,1,1,0.2,0.1818,0.4,0.2836,1.0
468,1,18,1,1,0.4,0.4091,0.4,0.2239,1.0
102,1,6,1,1,0.18,0.2121,0.51,0.1045,1.0
294,1,16,1,1,0.52,0.5,0.27,0.2836,1.0
123,2,6,1,1,0.4,0.4091,0.47,0.194,1.0
15,2,1,0,1,0.44,0.4394,0.62,0.0,1.0
22,1,4,0,1,0.24,0.2424,0.6,0.1343,1.0
162,2,12,1,2,0.62,0.6061,0.69,0.1045,1.0
145,1,21,1,2,0.34,0.3485,0.81,0.1045,1.0
326,2,19,1,2,0.84,0.7424,0.39,0.3284,1.0
769,2,17,1,2,0.6,0.6212,0.53,0.3284,1.0
218,4,16,1,2,0.4,0.4091,0.76,0.1045,1.0
13,2,5,1,2,0.62,0.5758,0.83,0.3881,1.0
336,4,9,1,1,0.46,0.4545,0.82,0.1045,1.0
164,2,22,1,2,0.62,0.5909,0.73,0.1642,1.0
403,3,19,0,1,0.62,0.6212,0.5,0.1343,1.0
370,3,12,0,1,0.9,0.8485,0.42,0.2985,1.0
100,2,22,0,2,0.46,0.4545,0.82,0.0,1.0
181,1,14,0,1,0.24,0.2121,0.44,0.3881,1.0
144,1,9,1,2,0.2,0.2273,0.64,0.0896,1.0
32,3,1,1,1,0.68,0.6364,0.83,0.1642,1.0
201,4,10,1,1,0.34,0.3333,0.61,0.1642,1.0
197,3,17,0,1,0.94,0.8788,0.38,0.1343,1.0
210,2,19,0,1,0.56,0.5303,0.3,0.2985,1.0
200,2,16,1,1,0.92,0.8333,0.33,0.1343,1.0
374,3,12,0,1,0.82,0.7121,0.3,0.1343,1.0
137,2,0,0,1,0.58,0.5455,0.56,0.1343,1.0
135,3,22,1,2,0.62,0.5758,0.83,0.194,1.0
239,1,21,1,2,0.48,0.4697,0.33,0.2836,1.0
626,4,13,0,1,0.56,0.5303,0.37,0.2537,1.0
129,2,10,0,2,0.42,0.4242,0.88,0.2239,1.0
91,1,14,0,1,0.28,0.2727,0.36,0.2537,1.0
7,4,3,1,1,0.36,0.3485,0.71,0.1343,1.0
151,1,16,1,2,0.4,0.4091,0.76,0.1642,1.0
114,1,17,0,1,0.32,0.3182,0.49,0.194,1.0
170,4,11,1,3,0.36,0.3485,0.62,0.194,1.0
356,3,7,1,2,0.64,0.5758,0.89,0.4478,1.0
55,3,5,0,1,0.52,0.5,0.77,0.194,1.0
6,2,0,1,1,0.4,0.4091,0.5,0.2239,1.0
209,2,21,1,1,0.54,0.5152,0.77,0.2836,1.0
14,2,5,1,1,0.34,0.3485,0.76,0.0896,1.0
170,4,9,0,2,0.3,0.3182,0.75,0.0896,1.0
421,3,13,0,1,0.8,0.7727,0.59,0.2239,1.0
80,1,19,0,3,0.26,0.2727,0.87,0.1343,1.0
69,1,21,0,1,0.38,0.3939,0.62,0.1642,1.0
365,4,13,1,1,0.44,0.4394,0.35,0.2239,1.0
136,4,10,1,2,0.3,0.303,0.56,0.1642,1.0
355,2,16,1,1,0.76,0.6818,0.45,0.1642,1.0
22,3,5,1,2,0.54,0.5152,0.88,0.194,1.0
261,3,22,0,1,0.66,0.6212,0.61,0.0,1.0
181,4,13,1,2,0.32,0.303,0.53,0.2537,1.0
118,1,19,1,1,0.3,0.2727,0.56,0.3284,1.0
410,3,7,1,1,0.72,0.6818,0.7,0.194,1.0
240,2,7,1,1,0.52,0.5,0.42,0.194,1.0
48,2,23,1,2,0.64,0.6212,0.47,0.2239,1.0
337,2,18,1,1,0.56,0.5303,0.3,0.0,1.0
159,1,17,1,1,0.22,0.2273,0.41,0.1642,1.0
261,3,20,0,1,0.72,0.6818,0.76,0.1045,1.0
116,1,11,1,1,0.26,0.2727,0.7,0.1343,1.0
9,2,4,0,1,0.5,0.4848,0.82,0.2537,1.0
108,3,23,1,1,0.74,0.6515,0.37,0.0896,1.0
269,4,13,0,1,0.46,0.4545,0.31,0.0,1.0
7,3,2,1,2,0.66,0.5909,0.94,0.0896,1.0
7,3,2,1,1,0.66,0.6061,0.78,0.0,1.0
36,1,8,0,1,0.12,0.1212,0.54,0.2239,1.0
